"시군구명","어린이집코드","어린이집명","어린이집유형","운영현황","우편번호","상세주소","전화번호","팩스번호","홈페이지주소","보육실수","보육실 면적","놀이터수","CCTV총설치수","보육교직원수","정원","현원","시설 위도(좌표값)","시설 경도(좌표값)","통학차량운영여부","인가일자","휴지시작일자","휴지종료일자","폐지일자","데이터기준일자","제공서비스","반수-만0세","반수-만1세","반수-만2세","반수-만3세","반수-만4세","반수-만5세","반수-영아혼합(만0~2세)","반수-유아혼합(만3~5세)","반수-특수장애","반수-총계","아동수-만0세","아동수-만1세","아동수-만2세","아동수-만3세","아동수-만4세","아동수-만5세","아동수-영아혼합(만0~2세)","아동수-유아혼합(만3~5세)","아동수-특수장애","아동수-총계","근속년수-1년미만","근속년수-1년이상~2년미만","근속년수-2년이상~4년미만","근속년수-4년이상~6년미만","근속년수-6년이상","교직원현황-원장","교직원현황-보육교사","교직원현황-특수교사","교직원현황-치료교사","교직원현황-영양사","교직원현황-간호사","교직원현황-간호조무사","교직원현황-조리원","교직원현황-사무직원","교직원현황-총계","데이터수집일"
"구로구","11530000528","아이맘어린이집","가정","정상","08324","서울특별시 구로구 구일로4길 65 105동 106호(구로동 주공아파트)","02-6347-0198","02-6347-0198","","3","73","0","4","5","17","13","37.49299645","126.8752781","미운영","2011-05-16","","","","2021-11-17","일반","1","1","1","0","0","0","2","0","0","5","3","5","0","0","0","0","5","0","0","13","0","0","0","0","0","1","3","0","0","0","0","0","0","0","5","2021-11-17 22:03:55.0"
"구로구","11530000527","예꼬어린이집","민간","폐지","08269","서울특별시 구로구 고척로 12 (오류동)","02-2611-3370","02-2611-3372","","7","203","3","13","0","67","0","37.49590886760511","126.84057500317338","운영","2011-05-03","","","2020-02-29","2021-11-17","일반","0","2","2","1","1","1","0","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000526","예손유앤아이어린이집","가정","정상","08327","서울특별시 구로구 가마산로 87 105동 102호(구로동 한일유앤아파트)","02-2060-3497","","","3","84","0","4","5","19","11","37.48630219","126.8759891","미운영","2011-04-28","","","","2021-11-17","일반","1","1","2","0","0","0","2","0","0","6","3","0","5","0","0","0","3","0","0","11","0","0","0","0","0","1","3","0","0","0","0","0","0","0","5","2021-11-17 22:03:55.0"
"구로구","11530000523","해다미어린이집","가정","정상","08364","서울특별시 구로구 천왕로 91 105동T101호(천왕동 천왕이펜하우스 1단지)","02-6339-0009","02-6339-0009","","3","72","0","4","6","17","17","37.48802202","126.8381497","미운영","2011-04-15","","","","2021-11-17","일반","1","1","1","0","0","0","1","0","0","4","3","5","6","0","0","0","3","0","0","17","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:55.0"
"구로구","11530000525","이레몬테소리어린이집","가정","정상","08323","서울특별시 구로구 구일로8길 92 1동 102호(구로동 중앙하이츠아파트)","02-6347-1223","","","3","79","0","4","7","18","18","37.4967404","126.8760497","미운영","2011-04-15","","","","2021-11-17","일반","2","1","1","0","0","0","2","0","0","6","3","5","7","0","0","0","3","0","0","18","0","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2021-11-17 22:03:55.0"
"구로구","11530000524","블루밍서연어린이집","민간","폐지","08228","서울특별시 구로구 고척로60길 30 고척벽산베스트블루밍 아파트 관리동1층","02-2686-4333","02-2683-4333","","3","102","0","5","0","23","0","37.50515460102385","126.85867805497409","미운영","2011-04-14","","","2018-02-28","2021-11-17","일반","1","2","1","0","0","0","5","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000522","해뜨는어린이집","협동","폐지","08257","서울특별시 구로구 부일로 927 102동 106호(궁동 궁동우남푸르미아아파트)","02-2686-7188","","","3","84","0","5","0","19","0","37.49349413","126.8296731","미운영","2011-04-08","","","2019-03-10","2021-11-17","일반","2","2","1","1","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000520","우방어린이집","가정","폐지","08323","서울특별시 구로구 구일로 154-17 1동 101호(구로동 우방아파트)","02-858-0506","","","3","84","0","4","0","19","0","37.49751725","126.8748348","미운영","2011-04-05","","","2019-02-28","2021-11-17","일반","2","1","1","0","0","0","1","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000519","이화우성어린이집","가정","폐지","08369","서울특별시 구로구 도림로22길 8 101동 110호(구로동 이화우성아파트)","02-859-5152","02-859-5153","","4","114","0","4","0","20","0","37.48973431","126.8937508","미운영","2011-04-04","","","2018-02-28","2021-11-17","일반","0","1","1","0","0","0","3","0","0","5","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000518","밝은햇살어린이집","가정","폐지","08374","서울특별시 구로구 도림로8길 4 101호","02-2601-4100","02-6349-2278","","3","59","0","4","0","13","0","37.48581329","126.8874506","미운영","2011-04-01","","","2017-11-27","2021-11-17","일반","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000521","예원어린이집","가정","정상","08324","서울특별시 구로구 구일로4길 65 주공아파트 106동 106호 (구로동)","02-6339-1020","02-6339-1020","","3","73","0","4","6","17","12","37.49299645","126.8752781","미운영","2011-04-01","","","","2021-11-17","일반","2","0","1","0","0","0","3","0","0","6","4","0","5","0","0","0","3","0","0","12","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:55.0"
"구로구","11530000517","호수어린이집","가정","정상","152753","서울특별시 구로구 남부순환로95길 54 106동 106호(개봉동 삼환아파트)","02-2066-0776","02-2066-0776","","4","114","0","5","6","20","20","37.49475286","126.8543049","미운영","2011-03-31","","","","2021-11-17","일반","1","1","1","0","0","0","1","0","0","4","3","5","7","0","0","0","5","0","0","20","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:56.0"
"구로구","11530000516","늘해랑어린이집","가정","폐지","08336","서울특별시 구로구 남부순환로95길 88 102동 105호(개봉동 두산아파트)","02-6408-5968","02-6408-5968","","3","84","0","4","0","19","0","37.49103209","126.8565894","미운영","2011-03-28","","","2019-06-29","2021-11-17","일반","1","3","3","1","0","0","3","0","0","11","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:54.0"
"구로구","11530000515","예쁜꿈어린이집","협동","폐지","08253","서울특별시 구로구 고척로 49 206동 102호(오류동 동부골든아파트)","02-2684-4723","02-2684-4723","chanhee1022@naver.com","3","61","0","4","0","19","0","37.49927744","126.8395847","미운영","2011-03-21","","","2021-03-08","2021-11-17","일반","1","0","1","0","0","0","2","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000514","하람어린이집","직장","폐지","08217","서울특별시 구로구 경인로53길 15 중앙유통단지 업무B동 1호 (구로동)","02-6343-9123","02-6343-9125","","5","204","1","8","0","49","0","37.50102878","126.8746656","미운영","2011-03-15","","","2020-03-16","2021-11-17","일반","2","1","2","1","1","1","1","0","0","9","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000513","꿈샘어린이집","가정","폐지","08374","서울특별시 구로구 도림로6길 29-1 101호","02-855-1227","","","3","59","0","6","0","13","0","37.48515643","126.888599","미운영","2011-03-11","","","2021-04-06","2021-11-17","야간연장","0","1","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:54.0"
"구로구","11530000512","꽃뜰어린이집","가정","정상","08331","서울특별시 구로구 개봉로2길 133-15 105동 101호(개봉동 개봉동현대아이파크아파트)","02-2618-2004","02-2618-2004","fill405@naver.com","4","84","0","4","4","19","9","37.48993313","126.8597916","미운영","2011-03-11","","","","2021-11-17","일반","2","6","6","0","0","0","11","0","0","25","0","0","6","0","0","0","3","0","0","9","0","0","0","0","0","1","2","0","0","0","0","0","0","0","4","2021-11-17 22:03:54.0"
"구로구","11530000510","대림숲베이비어린이집","가정","","152774","서울 구로구 신도림동  e편한세상대림2차아파트 101동 104호","02-2676-4649","","","4","84","0","0","0","19","0","","","","2011-03-07","","","","2021-11-17","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000511","대림숲어린이집","가정","정상","08211","서울특별시 구로구 신도림로 16 101동 104호(신도림동 신도림2차e-편한세상)","02-2676-4649","","","4","84","0","4","7","19","18","37.506947596956294","126.88207620127151","미운영","2011-03-07","","","","2021-11-17","일반","1","2","1","0","0","0","2","0","0","6","3","5","6","0","0","0","4","0","0","18","0","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2021-11-17 22:03:55.0"
"구로구","11530000507","보배사랑어린이집","가정","폐지","08218","서울특별시 구로구 중앙로12길 7 101동 101호(고척동 고척LIG리가1단지)","02-2619-3377","","","3","84","0","4","0","19","0","37.50564037","126.8614166","미운영","2010-11-08","","","2020-12-01","2021-11-17","일반","0","2","1","0","0","0","1","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000506","대림숲베이비어린이집","가정","폐지","152774","서울 구로구 신도림동 e편한세상대림2차아파트 101동 104호","02-2676-4649","","","3","85","0","0","0","19","0","","","","2010-09-02","","","2010-09-27","2021-11-17","일반","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000505","엄마품어린이집","가정","정상","08344","서울특별시 구로구 오류로8다길 9 다동 106호(오류동 우석빌라)","02-2682-7772","02-2682-7772","","2","37","0","3","3","9","3","37.49067769","126.8428647","미운영","2010-06-01","","","","2021-11-17","일반","0","0","0","0","0","0","6","0","0","6","0","0","0","0","0","0","3","0","0","3","0","0","0","0","0","1","2","0","0","0","0","0","0","0","3","2021-11-17 22:03:55.0"
"구로구","11530000504","무궁화어린이집","가정","폐지","08373","서울특별시 구로구 디지털로27라길 30 1층 1호(구로동)","02-863-3133","","","2","35","0","0","0","10","0","37.48524871","126.8886394","미운영","2010-05-31","","","2017-05-12","2021-11-17","","0","0","0","0","0","0","2","1","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000502","하은어린이집","가정","폐지","08372","서울특별시 구로구 도림로12길 5-9 101호 (구로동)","02-2647-9990","","","2","33","0","0","0","7","0","37.48723812","126.8887253","미운영","2010-05-17","","","2014-12-08","2021-11-17","일반","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000500","아이둥지어린이집","가정","폐지","152875","서울 구로구 구로3동 796-26번지 101호","02-869-5585","","","3","43","0","0","0","11","0","","","","2010-03-31","","","2010-06-28","2021-11-17","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000499","아이미소어린이집","가정","정상","08368","서울특별시 구로구 항동로 42 한양수자인에듀힐즈 507-101","02-2688-7774","","","3","62","0","4","6","20","20","37.478316892505795","126.8263276547924","미운영","2010-03-24","","","","2021-11-17","야간연장","1","1","1","0","0","0","2","0","0","5","3","5","7","0","0","0","5","0","0","20","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:55.0"
"구로구","11530000497","꿈이크는어린이집","가정","정상","08275","서울특별시 구로구 경인로 382 111동 101호(개봉동 한마을아파트)","02-6347-4827","02-6347-4827","","3","66","0","4","6","13","13","37.49532173","126.8625425","미운영","2010-03-09","","","","2021-11-17","일반","3","1","0","0","0","0","7","0","0","11","0","0","0","0","0","0","13","0","0","13","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:54.0"
"구로구","11530000498","현대힐스어린이집","민간","정상","08259","서울특별시 구로구 부일로9길 127 온수힐스테이트 107동 (온수동)","02-6738-1400","02-6738-1500","","7","302","3","8","13","70","64","37.49675872","126.820989","미운영","2010-03-09","","","","2021-11-17","야간연장","0","0","3","1","1","1","0","1","0","7","0","0","21","10","13","10","0","10","0","64","0","0","0","0","0","1","10","0","0","0","0","0","1","0","13","2021-11-17 22:03:56.0"
"구로구","11530000496","사랑샘어린이집","가정","정상","08259","서울특별시 구로구 부일로9길 127 113동 103호(온수동 현대힐스테이트)","02-2066-6727","","","3","53","0","4","8","20","20","37.49675872","126.820989","미운영","2010-03-04","","","","2021-11-17","일반","2","0","0","0","0","0","3","0","0","5","6","0","0","0","0","0","14","0","0","20","0","0","0","0","0","1","6","0","0","0","0","0","0","0","8","2021-11-17 22:03:55.0"
"구로구","11530000495","해피어린이집","가정","폐지","08373","서울특별시 구로구 디지털로27라길 29-8 101호(구로동)","02-869-5585","","","1","37","0","0","0","10","0","37.48563687","126.8874702","미운영","2010-02-02","","","2014-07-16","2021-11-17","야간연장","0","0","1","0","0","0","5","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000494","푸른꿈어린이집","가정","폐지","08323","서울특별시 구로구 구일로8길 92 6동 103호(구로동 중앙하이츠아파트)","02-864-7870","02-864-7879","","1","48","0","0","0","13","0","37.4967404","126.8760497","미운영","2010-01-22","","","2015-10-01","2021-11-17","일반","0","0","0","0","0","0","2","0","0","2","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000493","햇빛어린이집","가정","정상","08371","서울특별시 구로구 디지털로31길 90 114동 101호(구로동 삼성래미안아파트)","02-866-7637","02-866-7687","","3","58","1","4","7","20","15","37.48771772","126.891821","미운영","2010-01-15","","","","2021-11-17","일반","1","2","1","0","0","0","0","0","0","4","3","7","5","0","0","0","0","0","0","15","0","0","0","0","0","1","5","0","0","0","0","0","1","0","7","2021-11-17 22:03:55.0"
"구로구","11530000388","아이누리어린이집","가정","정상","08240","서울특별시 구로구 중앙로 121 106동 101호(고척동 고척파크푸르지오아파트)","02-2691-5555","02-2691-5555","","3","68","0","4","7","19","16","37.508873119216005","126.85798790331198","미운영","2009-12-16","","","","2021-11-17","일반","0","0","1","0","0","0","3","0","0","4","0","0","5","0","0","0","11","0","0","16","0","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2021-11-17 22:03:55.0"
"구로구","11530000387","참빛어린이집","가정","정상","08324","서울특별시 구로구 구일로4길 65 109동 108호(구로동 주공아파트)","02-830-8749","02-830-8749","","3","49","0","4","5","16","15","37.49299645","126.8752781","미운영","2009-11-19","","","","2021-11-17","일반","1","1","1","0","0","0","1","0","0","4","0","5","7","0","0","0","3","0","0","15","0","0","0","0","0","1","3","0","0","0","0","0","0","0","5","2021-11-17 22:03:55.0"
"구로구","11530000386","둥지어린이집","가정","휴지","08385","서울특별시 구로구 구로동로2길 17-6","02-861-3399","02-859-3399","ko60ko@ hanmail.net","2","53","0","7","0","20","0","37.48419606","126.8873694","미운영","2009-11-13","2017-03-13","2018-03-04","","2021-11-17","야간연장","0","1","0","0","0","0","2","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000385","엄마품에어린이집","가정","정상","08323","서울특별시 구로구 구일로8길 92 5동 105호(구로동 중앙하이츠아파트)","02-866-7772","070-4699-1314","","3","54","0","4","3","18","7","37.4967404","126.8760497","미운영","2009-10-29","","","","2021-11-17","일반","2","1","2","0","0","0","2","0","0","7","3","0","0","0","0","0","4","0","0","7","0","0","0","0","0","1","1","0","0","0","0","0","0","0","3","2021-11-17 22:03:55.0"
"구로구","11530000384","예은별어린이집","가정","정상","08303","서울특별시 구로구 구로중앙로18길 68 1동 108호(구로동 신구로현대아파트)","02-868-7234","02-858-7234","www.carebabys.com","3","65","1","4","6","16","11","37.49594875","126.8931695","미운영","2009-10-12","","","","2021-11-17","일반","4","1","0","0","0","0","2","0","0","7","6","5","0","0","0","0","0","0","0","11","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:55.0"
"구로구","11530000383","리가숲어린이집","민간","정상","08218","서울특별시 구로구 중앙로12길 7 리가건영아파트 관리동 (고척동)","02-2613-9282","02-2613-9282","","5","114","0","5","8","32","13","37.50564037","126.8614166","운영","2009-10-08","","","","2021-11-17","야간연장","0","0","1","0","0","0","3","1","0","5","0","0","0","0","0","0","6","7","0","13","0","0","0","0","0","1","5","0","0","0","0","0","0","0","8","2021-11-17 22:03:55.0"
"구로구","11530000382","푸르지오아이숲어린이집","민간","폐지","08240","서울특별시 구로구 중앙로 121 파크푸르지오 관리동 (고척동)","02-2613-9280","","","5","101","0","4","0","23","0","37.5076175","126.8580828","미운영","2009-09-11","","","2019-03-31","2021-11-17","일반","2","2","2","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000381","대우맑은샘어린이집","가정","정상","08240","서울특별시 구로구 중앙로 121 104동 102호","02-2688-7024","02-2688-7024","","3","68","0","4","6","19","19","37.50886951520802","126.85798791013961","미운영","2009-09-07","","","","2021-11-17","일반","1","1","1","0","0","0","2","0","0","5","3","5","7","0","0","0","4","0","0","19","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:55.0"
"구로구","11530000380","딸기어린이집","가정","정상","152761","서울특별시 구로구 구일로4길 65 111동 108호(구로동 주공아파트)","02-867-4280","","","3","73","0","4","2","17","5","37.49299645","126.8752781","미운영","2009-08-31","","","","2021-11-17","일반","1","0","0","0","0","0","1","0","0","2","2","0","0","0","0","0","3","0","0","5","0","0","0","0","0","1","1","0","0","0","0","0","0","0","2","2021-11-17 22:03:55.0"
"구로구","11530000376","이삭어린이집","가정","정상","08324","서울특별시 구로구 구일로4길 65 107동 105호(구로동 구로주공아파트)","02-855-5894","","http://issac-play.cyworld.com","3","54","0","4","5","17","12","37.49299645","126.8752781","미운영","2009-07-01","","","","2021-11-17","일반","1","1","0","0","0","0","1","0","0","3","2","5","0","0","0","0","5","0","0","12","0","0","0","0","0","1","3","0","0","0","0","0","0","0","5","2021-11-17 22:03:55.0"
"구로구","11530000375","좋은나무어린이집","가정","정상","08253","서울특별시 구로구 고척로 49 201동 104호(오류동 동부골든아파트)","02-2688-2093","02-2688-2093","","4","68","0","4","7","16","16","37.49927744","126.8395847","미운영","2009-06-23","","","","2021-11-17","일반","7","4","1","0","0","0","4","0","0","16","6","5","0","0","0","0","5","0","0","16","0","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2021-11-17 22:03:55.0"
"구로구","11530000377","좋은나무","가정","폐지","152783","서울 구로구 오류1동 동부골든아파트 208/108","02-2688-2093","02-2688-2093","","1","44","0","0","0","16","0","","","","2009-06-23","","","2009-06-23","2021-11-17","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000374","드림어린이집","민간","폐지","08358","서울특별시 구로구 오리로11길 109 (오류동 292-5)","02-2684-6009","070-7864-4099","","5","204","1","11","0","76","0","37.48683531","126.8307483","운영","2009-05-27","","","2017-03-20","2021-11-17","야간연장","0","2","3","2","0","0","1","2","0","10","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000371","해오름어린이집","가정","폐지","08289","서울특별시 구로구 공원로6가길 67 3동 102호(구로동 구로우성아파트)","02-857-5110","","http://cafe.daum.net/guro-sunkids","3","60","0","4","0","19","0","37.50486679012905","126.88960041830513","미운영","2009-05-26","","","2019-02-28","2021-11-17","야간연장","2","3","1","0","0","0","1","0","0","7","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000369","꿈초롱어린이집","가정","정상","08211","서울특별시 구로구 신도림로 16 105동 103호(신도림동 대림2차아파트)","02-6738-5629","02-6738-5629","","3","65","0","4","6","19","19","37.50580136","126.8807117","미운영","2009-04-29","","","","2021-11-17","일반","1","1","2","0","0","0","3","0","0","7","0","5","7","0","0","0","7","0","0","19","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:54.0"
"구로구","11530000367","큰사랑어린이집","가정","재개","08206","서울특별시 구로구 신도림로 11 601동 104호(신도림동 대림3차아파트)","02-2634-7922","02-2634-7922","http://cafe.naver.com/biglove7922","3","61","0","4","7","19","19","37.50709138","126.8781193","미운영","2009-03-10","","","","2021-11-17","일반","2","4","3","0","0","0","4","0","0","13","5","5","5","0","0","0","4","0","0","19","0","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2021-11-17 22:03:55.0"
"구로구","11530000365","꼬꼬마어린이집","가정","정상","08355","서울특별시 구로구 개봉로1길 170 102동 102호(개봉동 대상아파트)","02-2611-5004","02-2686-5003","","3","52","0","4","6","19","13","37.48227117","126.849801","미운영","2009-03-02","","","","2021-11-17","일반","2","2","1","0","0","0","5","0","0","10","5","0","0","0","0","0","8","0","0","13","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:54.0"
"구로구","11530000366","수수꽃다리어린이집","협동","정상","08357","서울특별시 구로구 경인로8길 64 109동 102호(오류동 영풍마드레빌아파트)","02-2060-8373","02-2615-3596","","3","52","0","4","7","19","17","37.49106393","126.8276631","미운영","2009-03-02","","","","2021-11-17","일반","0","5","7","1","0","0","10","0","0","23","0","0","7","0","0","0","10","0","0","17","0","0","0","0","0","1","5","0","0","0","0","0","0","0","7","2021-11-17 22:03:55.0"
"구로구","11530000362","대광어린이집","민간","정상","08352","서울특별시 구로구 개봉로11길 17 (개봉동)","02-2614-4776","02-2613-9385","jsyum21@naver.com","7","285","2","10","12","79","57","37.48750563","126.8553078","운영","2009-02-17","","","","2021-11-17","일반","0","2","2","2","1","1","0","0","0","8","0","4","14","14","12","13","0","0","0","57","0","0","0","0","0","1","8","0","0","0","0","0","2","0","12","2021-11-17 22:03:55.0"
"구로구","11530000361","사랑가득어린이집","가정","폐지","08202","서울특별시 구로구 신도림로 87 103동 101호(신도림동 동아1차아파트)","02-2689-1342","","","1","61","0","5","0","19","0","37.50775634","126.8805886","미운영","2009-02-16","","","2017-02-28","2021-11-17","일반","0","0","2","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000359","보석어린이집","민간","정상","08281","서울특별시 구로구 구로동로47길 21 (구로동)","02-6403-2929","","http://club.cyworld.com/i-gem","4","139","1","9","10","46","44","37.49787984","126.8812303","운영","2009-02-11","","","","2021-11-17","일반","0","0","1","0","0","0","1","2","0","4","0","0","7","0","0","0","5","32","0","44","0","0","0","0","0","1","6","0","0","0","0","0","1","0","10","2021-11-17 22:03:55.0"
"구로구","11530000357","항동발도르프어린이집","가정","정상","08359","서울특별시 구로구 연동로 296-18 105동 102호(항동 유승빌리지)","02-2612-5354","","","3","68","0","0","5","20","16","37.48609807","126.8248257","미운영","2008-08-29","","","","2021-11-17","일반","0","1","1","1","0","0","2","0","0","5","0","0","7","0","0","0","6","0","0","13","0","0","0","0","0","1","3","0","0","0","0","0","0","0","5","2021-11-17 22:03:55.0"
"구로구","11530000358","아람어린이집","가정","정상","08275","서울특별시 구로구 경인로 382 120동 102호(개봉동 한마을아파트)","02-2060-6291","02-6092-0679","","3","82","0","7","7","20","20","37.49532173","126.8625425","미운영","2008-08-28","","","","2021-11-17","일반","2","1","1","0","0","0","4","0","0","8","6","5","6","0","0","0","3","0","0","20","0","0","0","0","0","1","6","0","0","0","0","0","0","0","7","2021-11-17 22:03:55.0"
"구로구","11530000356","아이빌어린이집","민간","정상","08349","서울특별시 구로구 개봉로11길 46-23","02-2616-0025","02-2642-6161","","10","365","5","16","22","137","105","37.48890443","126.8532114","미운영","2008-07-31","","","","2021-11-17","야간연장","0","3","3","3","1","2","0","2","0","14","0","13","19","28","17","28","0","0","0","105","0","0","0","0","0","1","18","0","0","1","0","0","2","0","22","2021-11-17 22:03:55.0"
"구로구","11530000338","자이어린이집","가정","정상","08305","서울특별시 구로구 도림로 107 1동 102호(구로동 럭키아파트)","02-838-2206","","","3","53","0","5","5","16","11","37.491528415825684","126.89365802530638","미운영","2008-07-01","","","","2021-11-17","야간연장","0","1","2","0","0","0","1","0","0","4","0","4","5","0","0","0","2","0","0","11","0","0","0","0","0","1","3","0","0","0","0","0","0","0","5","2021-11-17 22:03:55.0"
"구로구","11530000335","둥이나라어린이집","가정","폐지","08357","서울특별시 구로구 경인로8길 64 108동 102호(오류동 영풍마드레빌아파트)","02-2681-0705","02-2681-0705","","2","48","0","4","0","11","0","37.48894805","126.8253702","미운영","2008-06-09","","","2020-03-01","2021-11-17","일반","2","1","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000336","경남큰사랑어린이집","가정","폐지","08342","서울특별시 구로구 오류로 65 105동 101호(오류동 경남아너스빌)","02-2066-2081","","","3","63","0","4","0","19","0","37.49266874","126.8271246","미운영","2008-06-05","","","2017-08-31","2021-11-17","일반","2","2","1","0","0","0","1","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:54.0"
"구로구","11530000334","아이천국어린이집","가정","정상","08269","서울특별시 구로구 고척로 28 예원빌딩1층 (오류동)","02-2613-2556","0504-153-3741","leesd3737@hanmail.net","3","130","0","4","6","20","20","37.49711283","126.8397346","미운영","2008-06-05","","","","2021-11-17","일반","1","2","1","0","0","0","1","0","0","5","3","10","7","0","0","0","0","0","0","20","0","0","0","0","0","1","4","0","0","0","0","0","0","0","6","2021-11-17 22:03:55.0"
"구로구","11530000333","아기별어린이집","가정","폐지","08319","서울특별시 구로구 구로동로12길 16-4 101호 (구로동)","02-862-8010","","","3","47","0","4","0","13","0","37.48727032","126.8858301","미운영","2008-05-13","","","2019-06-05","2021-11-17","일반","0","0","0","0","0","0","4","0","0","4","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000332","미소어린이집","가정","폐지","08393","서울특별시 구로구 시흥대로161길 50 103동 101호(구로동 신성미소지움아파트)","02-6080-7125","02-6080-7125","misochild101@naver.com","3","76","0","4","0","19","0","37.47929984","126.8965978","미운영","2008-04-30","","","2019-12-01","2021-11-17","야간연장휴일보육","0","2","0","0","0","0","4","0","0","6","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
"구로구","11530000360","동화","가정","폐지","152765","서울 구로구 구로5동 태영아파트 111-102","02-868-9723","02-838-2759","","1","66","0","0","0","20","0","","","","2008-04-21","","","2008-04-21","2021-11-17","일반","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","2021-11-17 22:03:55.0"
